id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,motivo_rechazo
680,Ana Martínez García,ana.martinez.garcia1@mail.com,,02-29-68,SanSalvador,Premium,genero_vacio
683,Sofía Pérez Hernández,sofia.perez.hernandez4@example.com,,18-09-1955, San Miguel ,VIP,genero_vacio
688,Andrés Martínez Flores,andres.martinez.flores2@seguro.sv,,09-03-1947,SanMiguel,vip,genero_vacio
691,Diego Mendoza Pérez,diego.mendoza.perez5@example.com,,16-04-1993,Sta. Ana,Premium,genero_vacio
696,Sofía Flores Castillo,sofia.flores.castillo3@correo.com,,19/12/2006,sonsonate,Regular,genero_vacio
700,Diego Aguilar Vásquez,diego.aguilar.vasquez0@gmail.com,F,1994-05-26, San Miguel ,,segmento_vacio
703,Marta Martínez Pérez,marta.martinez.perez3@example.com,femenino,14-10-1984,S. Miguel,,segmento_vacio
704,Valeria Mendoza Reyes,valeria.mendoza.reyes4@example.com,,04/02/1979,Sonsonate ,VIP,genero_vacio
706,Ricardo Martínez Chávez,ricardo.martinez.chavez6@gmail.com,,26-12-1971,La Libertad,Premium,genero_vacio
707,José Vásquez García,jose.vasquez.garcia0@correo.com,Fem,1958/04/11, San Miguel ,,segmento_vacio
708,Sofía Santos López,sofia.santos.lopez1@correo.com,,1987-03-11,SantaAna,vip,genero_vacio
709,Marta López Castillo,marta.lopez.castillo2@mail.com,,02-14-01,Sonsonate,REGULAR,genero_vacio
710,Luis López García,luis.lopez.garcia3@seguro.sv,,04-15-81,Sonsonate,REGULAR,genero_vacio
715,Lucía Aguilar Flores,lucia.aguilar.flores1@mail.com,,07-07-90,sonsonate,Pyme,genero_vacio
716,Andrés García Martínez,andres.garcia.martinez2@seguro.sv,m,20/01/1986,SantaAna,,segmento_vacio
719,Andrés Hernández Chávez,andres.hernandez.chavez5@example.com,femenino,04-15-99,Sonsonate,,segmento_vacio
721,Jorge Chávez Chávez,jorge.chavez.chavez0@example.com,Fem,19/12/1995,Santa Ana,,segmento_vacio
726,Carmen Pérez Chávez,carmen.perez.chavez5@seguro.sv,Mujer,08/07/1983,Sta. Ana,,segmento_vacio
727,Lucía Martínez Reyes,lucia.martinez.reyes6@seguro.sv,,15-09-1940, Sonsonate,,"genero_vacio,segmento_vacio"
728,Carlos Martínez Aguilar,carlos.martinez.aguilar0@gmail.com,Mujer,09-11-1975,Santa Ana,,segmento_vacio
733,Luis Gómez Ramírez,luis.gomez.ramirez5@mail.com,,09-01-1954,san miguel,PREMIUM,genero_vacio
744,Marta Vásquez López,marta.vasquez.lopez2@gmail.com,Fem,05-02-1965,la libertad,,segmento_vacio
745,Karla Torres Chávez,karla.torres.chavez3@seguro.sv,Masculino,07-28-02,San Salvador,,segmento_vacio
751,José Reyes Mendoza,jose.reyes.mendoza2@example.com,,1992-03-31,SantaAna,Pyme,genero_vacio
752,María García Martínez,maria.garcia.martinez3@seguro.sv,Masculino,12-02-1978,SS,,segmento_vacio
757,Carlos Aguilar López,carlos.aguilar.lopez1@gmail.com,,2010-12-25,S. Miguel,PREMIUM,genero_vacio
760,Paula Pérez Reyes,paula.perez.reyes4@gmail.com,,05-01-1948,SantaAna,REGULAR,genero_vacio
761,Fernanda Martínez Chávez,fernanda.martinez.chavez5@mail.com,Fem,2006-01-08,Sonso,,segmento_vacio
764,Jorge Chávez García,jorge.chavez.garcia1@example.com,,2012/05/23,SanSalvador,VIP,genero_vacio
768,Andrés Reyes Flores,andres.reyes.flores5@mail.com,F,08/09/1973, Santa Ana ,,segmento_vacio
769,Diego Aguilar Mendoza,diego.aguilar.mendoza6@mail.com,Female,2007-07-02,SanMiguel,,segmento_vacio
772,Fernanda Gómez Cruz,fernanda.gomez.cruz2@gmail.com,,1988-03-22,SanSalvador,,"genero_vacio,segmento_vacio"
777,Luis López Torres,luis.lopez.torres0@correo.com,,2030/01/22,LaLibertad,,"genero_vacio,segmento_vacio"
778,María García Ortiz,maria.garcia.ortiz1@seguro.sv,m,1942-10-11,SanMiguel,,segmento_vacio
793,Paula Rojas Torres,paula.rojas.torres2@mail.com,,1995/07/21, San Miguel ,PREMIUM,genero_vacio
800,Marta Gómez Hernández,marta.gomez.hernandez2@mail.com,,03/10/1980,San salvador,PREMIUM,genero_vacio
801,Paula Torres Ramírez,paula.torres.ramirez3@example.com,,11/06/1961,la libertad,VIP,genero_vacio
802,Pedro López García,pedro.lopez.garcia4@mail.com,Fem,02-09-72,la libertad,,segmento_vacio
803,Pedro Martínez López,pedro.martinez.lopez5@correo.com,Masculino,11-11-57,Sta. Ana,,segmento_vacio
806,María Hernández Pérez,maria.hernandez.perez1@correo.com,Hombre,25-09-1951,S. Miguel,,segmento_vacio
810,Marta Vásquez Mendoza,marta.vasquez.mendoza5@seguro.sv,,04-22-02,Sonsonate ,,"genero_vacio,segmento_vacio"
811,Juan Ramírez Cruz,juan.ramirez.cruz6@correo.com,,18/03/1958,SanMiguel,Pyme,genero_vacio
813,Diego Santos Martínez,diego.santos.martinez1@example.com,,27-09-1981,LaLibertad,Pyme,genero_vacio
814,Pedro Aguilar Reyes,pedro.aguilar.reyes2@correo.com,,29/06/1964,San Miguel,REGULAR,genero_vacio
816,Pedro Martínez Ortiz,pedro.martinez.ortiz4@example.com,Female,12-20-57,san miguel,,segmento_vacio
818,Ricardo Mendoza Pérez,ricardo.mendoza.perez6@correo.com,,30/08/1975, Sonsonate,,"genero_vacio,segmento_vacio"
819,Paula Chávez Reyes,paula.chavez.reyes0@correo.com,,17-01-2011,SantaAna,PYME,genero_vacio
821,Diego Rojas Rojas,diego.rojas.rojas2@gmail.com,Female,07-10-01,Sonsonate,,segmento_vacio
824,Carmen Hernández Ortiz,carmen.hernandez.ortiz5@gmail.com,,1955-12-08,santa ana,vip,genero_vacio
825,Lucía Castillo Ramírez,lucia.castillo.ramirez6@gmail.com,M,27-11-1960,SS,,segmento_vacio
827,Lucía Ramírez Pérez,lucia.ramirez.perez1@seguro.sv,Fem,1958/06/14,Sonso,,segmento_vacio
828,Sofía Mendoza Chávez,sofia.mendoza.chavez2@correo.com,,1964-09-16, La Libertad ,PREMIUM,genero_vacio
832,María Ramírez Aguilar,maria.ramirez.aguilar6@gmail.com,M,11-23-76,San Salvador,,segmento_vacio
835,Ricardo Chávez García,ricardo.chavez.garcia2@correo.com,,28/05/1947,L. Libertad,Premium,genero_vacio
840,Diego Hernández Gómez,diego.hernandez.gomez0@seguro.sv,Hombre,2004-12-14,S. Miguel,,segmento_vacio
842,Marta Gómez López,marta.gomez.lopez2@mail.com,,29/01/1976,la libertad,vip,genero_vacio
843,Valeria Torres Vásquez,valeria.torres.vasquez3@correo.com,,12-10-43,Sonsonate ,vip,genero_vacio
845,Marta Aguilar García,marta.aguilar.garcia5@gmail.com,,23-01-1970,sonsonate,,"genero_vacio,segmento_vacio"
846,Jorge López Cruz,jorge.lopez.cruz6@mail.com,Female,26/11/1941,la libertad,,segmento_vacio
849,Marta Reyes Cruz,marta.reyes.cruz2@correo.com,m,19/06/1958,Sonsonate ,,segmento_vacio
853,Valeria Aguilar García,valeria.aguilar.garcia6@correo.com,,04-04-1972, La Libertad ,,"genero_vacio,segmento_vacio"
857,Ricardo Morales Rojas,ricardo.morales.rojas3@example.com,,28-05-1975, San Miguel ,vip,genero_vacio
858,Andrés Martínez Hernández,andres.martinez.hernandez4@correo.com,Masculino,10-07-1974,S. Miguel,,segmento_vacio
861,Ana Hernández García,ana.hernandez.garcia0@seguro.sv,,1997/10/23, San Salvador ,PREMIUM,genero_vacio
865,Carmen Vásquez Gómez,carmen.vasquez.gomez4@seguro.sv,Fem,2003/03/01,SanSalvador,,segmento_vacio
869,Daniela López Morales,daniela.lopez.morales1@example.com,,04-02-1994, San Miguel ,Pyme,genero_vacio
871,Pedro Reyes Hernández,pedro.reyes.hernandez3@seguro.sv,Fem,1940-04-11,Sonsonate,,segmento_vacio
873,Ana Vásquez Martínez,ana.vasquez.martinez5@seguro.sv,Masculino,2012/06/13,LaLibertad,,segmento_vacio
874,María Vásquez Rojas,maria.vasquez.rojas6@mail.com,,09-18-82,sonsonate,Premium,genero_vacio
877,Carmen Reyes Morales,carmen.reyes.morales2@example.com,m,30-09-2008,San salvador,,segmento_vacio
878,Ricardo García Reyes,ricardo.garcia.reyes3@gmail.com,M,01-29-60,LaLibertad,,segmento_vacio
880,José Santos Vásquez,jose.santos.vasquez5@seguro.sv,Mujer,1951-06-07,San Miguel,,segmento_vacio
881,Fernanda Ramírez Morales,fernanda.ramirez.morales6@example.com,m,04/01/1978, Sonsonate,,segmento_vacio
885,Sofía Cruz Martínez,sofia.cruz.martinez3@seguro.sv,,08-15-09,Santa Ana,,"genero_vacio,segmento_vacio"
886,Lucía Reyes Rojas,lucia.reyes.rojas4@example.com,,25-10-2000, San Salvador ,Regular,genero_vacio
894,Carlos Santos Pérez,carlos.santos.perez5@gmail.com,Fem,02-12-1948,SanSalvador,,segmento_vacio
898,Fernanda Gómez Rojas,fernanda.gomez.rojas2@gmail.com,Female,2030/05/02,la libertad,,segmento_vacio
901,Luis Torres Rojas,luis.torres.rojas5@example.com,,02/09/1946,LaLibertad,vip,genero_vacio
902,Valeria Rojas Pérez,valeria.rojas.perez6@example.com,m,29/01/1988, San Miguel ,,segmento_vacio
903,Karla Gómez Rojas,karla.gomez.rojas0@seguro.sv,,1953-10-08,sonsonate,vip,genero_vacio
908,Ricardo Santos Pérez,ricardo.santos.perez5@correo.com,m,23/09/2030,SantaAna,,segmento_vacio
909,Valeria Martínez Vásquez,valeria.martinez.vasquez6@gmail.com,,22-06-2003,SantaAna,REGULAR,genero_vacio
912,Fernanda Aguilar López,fernanda.aguilar.lopez2@correo.com,,14-01-1978, Sonsonate,vip,genero_vacio
913,Lucía López Torres,lucia.lopez.torres3@mail.com,,1957/01/22,san miguel,,"genero_vacio,segmento_vacio"
915,Daniela Vásquez Martínez,daniela.vasquez.martinez5@correo.com,femenino,1977-12-03,san miguel,,segmento_vacio
918,Carlos Vásquez Hernández,carlos.vasquez.hernandez1@correo.com,,06-17-40,San Salvador,Pyme,genero_vacio
919,Ricardo Ramírez García,ricardo.ramirez.garcia2@correo.com,,1987-06-20,La Libertad,Premium,genero_vacio
920,Valeria Cruz Aguilar,valeria.cruz.aguilar3@example.com,,21/06/1975,Sonso,vip,genero_vacio
931,Juan Gómez Martínez,juan.gomez.martinez0@example.com,Masculino,01-18-40,L. Libertad,,segmento_vacio
934,Valeria Ramírez Santos,valeria.ramirez.santos3@mail.com,Fem,1974/06/15,San Salvador,,segmento_vacio
938,Carlos Martínez Santos,carlos.martinez.santos0@correo.com,,15-06-1945, Sonsonate,vip,genero_vacio
939,Carmen Chávez Mendoza,carmen.chavez.mendoza1@seguro.sv,,1974/06/18,san miguel,Premium,genero_vacio
944,Marta Martínez López,marta.martinez.lopez6@example.com,Fem,11-22-71, San Salvador ,,segmento_vacio
948,Carmen Morales Torres,carmen.morales.torres3@mail.com,,07/11/1956,LaLibertad,vip,genero_vacio
952,Diego Martínez Ortiz,diego.martinez.ortiz0@gmail.com,M,2002-01-31,San Salvador,,segmento_vacio
954,Pedro Castillo Cruz,pedro.castillo.cruz2@mail.com,,26/05/2001,San salvador,vip,genero_vacio
960,Andrés Torres Reyes,andres.torres.reyes1@correo.com,,26-05-1952,Sonsonate ,,"genero_vacio,segmento_vacio"
961,Fernanda Aguilar Ortiz,fernanda.aguilar.ortiz2@seguro.sv,M,1988/02/08, La Libertad ,,segmento_vacio
962,Diego García Cruz,diego.garcia.cruz3@gmail.com,,12/01/2030,San Salvador,REGULAR,genero_vacio
963,Pedro Pérez Castillo,pedro.perez.castillo4@gmail.com,,21/04/1981,santa ana,VIP,genero_vacio
965,Ricardo Torres Gómez,ricardo.torres.gomez6@correo.com,M,16/09/1942,San Salvador,,segmento_vacio
970,Lucía Gómez Ortiz,lucia.gomez.ortiz4@seguro.sv,,04-14-94,LaLibertad,Premium,genero_vacio
972,Diego Castillo Gómez,diego.castillo.gomez6@correo.com,Mujer,1988-08-02,san miguel,,segmento_vacio
974,Juan Reyes García,juan.reyes.garcia1@example.com,,2030/06/25,Sta. Ana,Pyme,genero_vacio
975,Pedro Pérez Hernández,pedro.perez.hernandez2@gmail.com,M,1969/09/21,Santa Ana,,segmento_vacio
978,Marta Castillo Vásquez,marta.castillo.vasquez5@seguro.sv,F,07-12-1995,santa ana,,segmento_vacio
979,Karla García Pérez,karla.garcia.perez6@seguro.sv,M,1990-11-10,Sta. Ana,,segmento_vacio
982,José Santos Aguilar,jose.santos.aguilar2@example.com,,21-07-1943,sonsonate,PYME,genero_vacio
983,Pedro Mendoza Torres,pedro.mendoza.torres3@seguro.sv,Hombre,20-02-1968,San Miguel,,segmento_vacio
985,María Cruz Morales,maria.cruz.morales5@example.com,,21-06-1981,Sonsonate ,vip,genero_vacio
986,María Gómez Hernández,maria.gomez.hernandez6@correo.com,,08-12-75,SS,REGULAR,genero_vacio
988,Ricardo Pérez Ramírez,ricardo.perez.ramirez1@gmail.com,,1968-09-21,SanMiguel,PYME,genero_vacio
990,María Flores Morales,maria.flores.morales3@seguro.sv,,1947/05/01,Sta. Ana,Premium,genero_vacio
992,Ricardo Ortiz Gómez,ricardo.ortiz.gomez5@gmail.com,,2002-07-03, Sonsonate,PREMIUM,genero_vacio
994,Marta Hernández Rojas,marta.hernandez.rojas0@mail.com,,30/07/1963, La Libertad ,vip,genero_vacio
997,Paula Rojas Rojas,paula.rojas.rojas3@gmail.com,,1971/07/22,San Miguel,Premium,genero_vacio
1003,Juan López López,juan.lopez.lopez2@gmail.com,Mujer,10-04-53,san miguel,,segmento_vacio
1005,Carmen Morales Reyes,carmen.morales.reyes4@correo.com,M,29/05/1986,Sonsonate,,segmento_vacio
1013,Pedro Aguilar Torres,pedro.aguilar.torres5@correo.com,Hombre,10-29-93,San salvador,,segmento_vacio
1016,Pedro Ortiz Castillo,pedro.ortiz.castillo1@seguro.sv,,1981/11/25,la libertad,Regular,genero_vacio
1019,Sofía Santos Vásquez,sofia.santos.vasquez4@mail.com,,19/07/1973, San Salvador ,Regular,genero_vacio
1023,Fernanda García Morales,fernanda.garcia.morales1@gmail.com,Masculino,1965-06-11,Sonso,,segmento_vacio
1028,Valeria Reyes Vásquez,valeria.reyes.vasquez6@example.com,,1975/12/01,SanSalvador,Regular,genero_vacio
1032,Jorge Chávez Hernández,jorge.chavez.hernandez3@correo.com,Mujer,01-05-1951,La Libertad,,segmento_vacio
1036,Jorge Mendoza Mendoza,jorge.mendoza.mendoza0@example.com,,11/02/1968,Sonsonate,Premium,genero_vacio
1038,Andrés Gómez Castillo,andres.gomez.castillo2@correo.com,,1991-10-15,San salvador,VIP,genero_vacio
1039,Paula Gómez Flores,paula.gomez.flores3@gmail.com,,07-25-42,San Miguel,,"genero_vacio,segmento_vacio"
1040,María Vásquez Rojas,maria.vasquez.rojas4@gmail.com,,1959/01/09,San Miguel,PYME,genero_vacio
1043,José Martínez Martínez,jose.martinez.martinez0@mail.com,Hombre,1991-08-10,san miguel,,segmento_vacio
1044,Lucía Morales Morales,lucia.morales.morales1@example.com,,01/02/1949,santa ana,REGULAR,genero_vacio
1045,Carlos Torres Castillo,carlos.torres.castillo2@gmail.com,,03-17-30,santa ana,REGULAR,genero_vacio
1048,Ricardo Cruz Aguilar,ricardo.cruz.aguilar5@mail.com,Mujer,10-24-49, Santa Ana ,,segmento_vacio
1049,Carmen Pérez Hernández,carmen.perez.hernandez6@example.com,,20-12-1948, San Miguel ,Regular,genero_vacio
1051,José Flores Mendoza,jose.flores.mendoza1@correo.com,,01/05/2005,Sta. Ana,PYME,genero_vacio
1055,Paula Santos Vásquez,paula.santos.vasquez5@mail.com,,15/11/1965,la libertad,,"genero_vacio,segmento_vacio"
1063,Luis Mendoza Chávez,luis.mendoza.chavez6@example.com,,04-10-02,LaLibertad,Pyme,genero_vacio
1066,Ana Chávez Mendoza,ana.chavez.mendoza2@mail.com,F,04-15-81,SS,,segmento_vacio
1070,Sofía Hernández Aguilar,sofia.hernandez.aguilar6@seguro.sv,,1942-03-18,SS,Pyme,genero_vacio
1073,Ricardo Castillo Castillo,ricardo.castillo.castillo2@gmail.com,,11-20-99,SanMiguel,Pyme,genero_vacio
1075,Ana Santos Castillo,ana.santos.castillo4@gmail.com,,1943-01-21,san miguel,PYME,genero_vacio
1076,Paula Flores López,paula.flores.lopez5@gmail.com,Masculino,03-15-54,Sonsonate ,,segmento_vacio
1078,Lucía García Aguilar,lucia.garcia.aguilar0@gmail.com,m,11/10/1973, Sonsonate,,segmento_vacio
1083,Luis Santos Ortiz,luis.santos.ortiz5@seguro.sv,,12-01-57,santa ana,Premium,genero_vacio
1085,Andrés Santos Ortiz,andres.santos.ortiz0@gmail.com,,16/06/1946, Santa Ana ,PYME,genero_vacio
1087,Jorge García Pérez,jorge.garcia.perez2@mail.com,M,11-03-2010,Santa Ana,,segmento_vacio
1089,Carlos García Ortiz,carlos.garcia.ortiz4@gmail.com,Mujer,1991/08/14,SanMiguel,,segmento_vacio
1092,María Santos Torres,maria.santos.torres0@mail.com,femenino,2003-01-28, La Libertad ,,segmento_vacio
1094,Pedro Rojas Aguilar,pedro.rojas.aguilar2@correo.com,F,1967-03-22,San salvador,,segmento_vacio
1095,Karla Morales López,karla.morales.lopez3@seguro.sv,,26/07/1989,LaLibertad,,"genero_vacio,segmento_vacio"
1099,Carlos Pérez Torres,carlos.perez.torres0@mail.com,m,1975-09-09,SS,,segmento_vacio
1100,Sofía Aguilar Vásquez,sofia.aguilar.vasquez1@example.com,femenino,1959/10/06,san miguel,,segmento_vacio
1101,Valeria Reyes Ortiz,valeria.reyes.ortiz2@example.com,,1985/03/01,L. Libertad,vip,genero_vacio
1104,María Martínez Flores,maria.martinez.flores5@mail.com,,14-09-1994,La Libertad,PREMIUM,genero_vacio
1107,Andrés Martínez Hernández,andres.martinez.hernandez1@example.com,Hombre,21-08-1989, La Libertad ,,segmento_vacio
1112,Jorge García Flores,jorge.garcia.flores6@mail.com,,03/10/1994,S. Miguel,Regular,genero_vacio
1115,Pedro Ortiz Martínez,pedro.ortiz.martinez2@mail.com,M,1993/11/17,La Libertad,,segmento_vacio
1117,Marta Torres Vásquez,marta.torres.vasquez4@example.com,,01-19-70,Sonsonate,Premium,genero_vacio
1118,Pedro Martínez Castillo,pedro.martinez.castillo5@mail.com,M,1953/06/18,Sta. Ana,,segmento_vacio
1120,Diego Santos Mendoza,diego.santos.mendoza0@seguro.sv,Hombre,1991-07-15,Sonsonate,,segmento_vacio
1127,Andrés López Gómez,andres.lopez.gomez0@gmail.com,,20-07-1946,san miguel,Pyme,genero_vacio
1129,María Vásquez Chávez,maria.vasquez.chavez2@seguro.sv,Female,06-09-1976,santa ana,,segmento_vacio
1135,Diego Flores Pérez,diego.flores.perez1@gmail.com,Fem,1948-08-10,Sonsonate,,segmento_vacio
1140,José Mendoza Reyes,jose.mendoza.reyes6@mail.com,m,1957-01-29,santa ana,,segmento_vacio
1145,José Cruz Hernández,jose.cruz.hernandez4@seguro.sv,,09-24-07,SantaAna,vip,genero_vacio
1149,Carlos Chávez Rojas,carlos.chavez.rojas1@correo.com,Hombre,08/11/1959, San Salvador ,,segmento_vacio
1150,Marta Pérez Torres,marta.perez.torres2@mail.com,,1988-06-04,S. Miguel,,"genero_vacio,segmento_vacio"
1156,Marta Rojas Mendoza,marta.rojas.mendoza1@example.com,,13/09/2006,SS,,"genero_vacio,segmento_vacio"
1157,Ricardo Morales Castillo,ricardo.morales.castillo2@seguro.sv,Hombre,07-14-78,L. Libertad,,segmento_vacio
1159,Jorge López Morales,jorge.lopez.morales4@example.com,,2009/03/09,SS,REGULAR,genero_vacio
1162,Marta Pérez Martínez,marta.perez.martinez0@gmail.com,,1968-11-02,san miguel,,"genero_vacio,segmento_vacio"
1163,Ricardo Ortiz Aguilar,ricardo.ortiz.aguilar1@correo.com,femenino,30-01-1968, La Libertad ,,segmento_vacio
1165,Sofía Chávez Hernández,sofia.chavez.hernandez3@seguro.sv,Fem,1943/07/03,la libertad,,segmento_vacio
1166,Andrés Morales López,andres.morales.lopez4@example.com,m,08-15-66,Sonso,,segmento_vacio
1169,Andrés Gómez Pérez,andres.gomez.perez0@mail.com,Female,18/03/1982,Santa Ana,,segmento_vacio
1173,Carmen Flores Santos,carmen.flores.santos4@gmail.com,Mujer,06-03-1949, San Miguel ,,segmento_vacio
1175,Karla Pérez Pérez,karla.perez.perez6@mail.com,femenino,1954-10-14,San salvador,,segmento_vacio
1179,Carmen López Vásquez,carmen.lopez.vasquez3@example.com,,24/10/1981, Sonsonate,PREMIUM,genero_vacio
1180,Lucía Vásquez Gómez,lucia.vasquez.gomez4@correo.com,,01-27-07,sonsonate,VIP,genero_vacio
1183,Karla Chávez Aguilar,karla.chavez.aguilar0@gmail.com,M,1955-08-04,San Miguel,,segmento_vacio
1193,Juan Santos Morales,juan.santos.morales3@correo.com,,12-20-53,san miguel,REGULAR,genero_vacio
1195,José Mendoza Gómez,jose.mendoza.gomez5@gmail.com,femenino,08-19-82,Sonsonate ,,segmento_vacio
1199,Lucía Castillo Martínez,lucia.castillo.martinez2@gmail.com,M,07-01-1961,L. Libertad,,segmento_vacio
1203,Diego Pérez Ortiz,diego.perez.ortiz6@seguro.sv,Fem,08-01-09,SanSalvador,,segmento_vacio
1206,Ricardo Santos López,ricardo.santos.lopez2@correo.com,Masculino,11-21-59,S. Miguel,,segmento_vacio
1210,Paula García Vásquez,paula.garcia.vasquez6@seguro.sv,F,19/07/2001,san miguel,,segmento_vacio
1211,Daniela Morales Chávez,daniela.morales.chavez0@seguro.sv,,1941-01-14,SanMiguel,Regular,genero_vacio
1213,Andrés Ortiz Morales,andres.ortiz.morales2@mail.com,femenino,2000/07/13,san miguel,,segmento_vacio
1216,Pedro Rojas López,pedro.rojas.lopez5@mail.com,Mujer,1980-01-30,San Miguel,,segmento_vacio
1218,Paula Torres Cruz,paula.torres.cruz0@gmail.com,,2005-09-24,SS,REGULAR,genero_vacio
1219,Juan Pérez Torres,juan.perez.torres1@mail.com,,2004/12/07,SS,Regular,genero_vacio
1228,Carlos Castillo Reyes,carlos.castillo.reyes3@mail.com,Fem,1980/07/03,sonsonate,,segmento_vacio
1232,Karla Flores Reyes,karla.flores.reyes0@mail.com,m,02-14-09, Sonsonate,,segmento_vacio
1233,Lucía Cruz Morales,lucia.cruz.morales1@example.com,,23/05/1984,SantaAna,Regular,genero_vacio
1244,Ricardo Ramírez Flores,ricardo.ramirez.flores5@mail.com,,17-09-1948,Sta. Ana,REGULAR,genero_vacio
1250,Daniela Vásquez Morales,daniela.vasquez.morales4@gmail.com,,14/07/1983,LaLibertad,VIP,genero_vacio
1253,José Reyes Mendoza,jose.reyes.mendoza0@gmail.com,Hombre,1946-01-10,SanSalvador,,segmento_vacio
1256,Sofía Cruz Cruz,sofia.cruz.cruz3@seguro.sv,,1992-07-17,Sonsonate,REGULAR,genero_vacio
1258,Karla Aguilar Castillo,karla.aguilar.castillo5@mail.com,,28/07/2030, Sonsonate,PYME,genero_vacio
1271,Paula Castillo Hernández,paula.castillo.hernandez4@mail.com,femenino,01-05-1982,santa ana,,segmento_vacio
1272,Carlos Santos Ramírez,carlos.santos.ramirez5@correo.com,femenino,1990/05/28,Sonso,,segmento_vacio
1277,María García Santos,maria.garcia.santos3@mail.com,Hombre,07/04/1948,Sonsonate,,segmento_vacio
1284,Luis Chávez Hernández,luis.chavez.hernandez3@correo.com,,1973-08-26,LaLibertad,Pyme,genero_vacio
1289,Ricardo López Flores,ricardo.lopez.flores1@example.com,F,16/06/2005,santa ana,,segmento_vacio
1293,Marta López Aguilar,marta.lopez.aguilar5@correo.com,,1943-01-26,Sonsonate ,,"genero_vacio,segmento_vacio"
1296,Valeria Pérez Reyes,valeria.perez.reyes1@gmail.com,m,1998-11-20,LaLibertad,,segmento_vacio
1298,Karla Hernández Cruz,karla.hernandez.cruz3@example.com,femenino,17-04-1960, Sonsonate,,segmento_vacio
1300,Carmen López Pérez,carmen.lopez.perez5@correo.com,Fem,07-12-1996,San Miguel,,segmento_vacio
1301,Ricardo Aguilar Vásquez,ricardo.aguilar.vasquez6@gmail.com,,04-11-1956,SantaAna,,"genero_vacio,segmento_vacio"
1306,Luis Cruz López,luis.cruz.lopez4@example.com,Hombre,1957/10/28, Santa Ana ,,segmento_vacio
1308,Karla Cruz Pérez,karla.cruz.perez6@gmail.com,,08/07/1988,San Miguel,Pyme,genero_vacio
1311,Luis Aguilar Gómez,luis.aguilar.gomez2@correo.com,,05/08/2008,LaLibertad,,"genero_vacio,segmento_vacio"
1313,Sofía Chávez Pérez,sofia.chavez.perez4@example.com,F,2000-04-22,Sonso,,segmento_vacio
1318,Pedro García López,pedro.garcia.lopez2@seguro.sv,Masculino,1949/01/26,la libertad,,segmento_vacio
1319,Andrés Flores Hernández,andres.flores.hernandez3@seguro.sv,Hombre,2010/01/22,Sonsonate ,,segmento_vacio
1321,Jorge Torres Rojas,jorge.torres.rojas5@mail.com,femenino,29-04-1975, La Libertad ,,segmento_vacio
1326,Carlos Hernández García,carlos.hernandez.garcia3@gmail.com,,14/05/1997,la libertad,Regular,genero_vacio
1335,Marta Cruz Ortiz,marta.cruz.ortiz5@gmail.com,,1991/12/10,San Miguel,,"genero_vacio,segmento_vacio"
1343,Luis Reyes Gómez,luis.reyes.gomez6@correo.com,,08-07-48,La Libertad,Premium,genero_vacio
1347,Karla Aguilar Gómez,karla.aguilar.gomez3@example.com,M,06/01/1988,Sonso,,segmento_vacio
1350,Karla Pérez Torres,karla.perez.torres6@gmail.com,,08-04-1970, San Salvador ,vip,genero_vacio
1352,Ricardo Santos Hernández,ricardo.santos.hernandez1@example.com,Hombre,1986/08/21, Sonsonate,,segmento_vacio
1355,Ricardo Castillo Martínez,ricardo.castillo.martinez4@correo.com,M,04-30-87, Sonsonate,,segmento_vacio
1356,Carmen Reyes Martínez,carmen.reyes.martinez5@example.com,,07/12/1987, San Miguel ,VIP,genero_vacio
1360,Juan Pérez Pérez,juan.perez.perez2@example.com,,1993/09/18,san miguel,Regular,genero_vacio
1361,Andrés López Rojas,andres.lopez.rojas3@correo.com,,02-09-77,Sonsonate,Pyme,genero_vacio
1366,María Cruz Rojas,maria.cruz.rojas1@correo.com,,1995/03/15, San Salvador ,PREMIUM,genero_vacio
1370,Luis Ortiz Reyes,luis.ortiz.reyes5@mail.com,,1945/02/01,Sonsonate,,"genero_vacio,segmento_vacio"
1373,Ana Aguilar Santos,ana.aguilar.santos1@gmail.com,,05-11-1997,SantaAna,,"genero_vacio,segmento_vacio"
1374,Valeria Vásquez Chávez,valeria.vasquez.chavez2@correo.com,,1982/12/26,san miguel,Premium,genero_vacio
1378,Daniela Ramírez Cruz,daniela.ramirez.cruz6@gmail.com,Masculino,1959/06/19,SanMiguel,,segmento_vacio
1379,Andrés Vásquez Castillo,andres.vasquez.castillo0@seguro.sv,M,1959/02/26,L. Libertad,,segmento_vacio
1381,Paula López Ramírez,paula.lopez.ramirez2@correo.com,Female,1974/08/17,SantaAna,,segmento_vacio
1382,Sofía Pérez Rojas,sofia.perez.rojas3@correo.com,,05-23-68, Sonsonate,,"genero_vacio,segmento_vacio"
1385,Carlos Castillo Hernández,carlos.castillo.hernandez6@correo.com,Fem,24-12-2011, San Salvador ,,segmento_vacio
1387,Juan Pérez Morales,juan.perez.morales1@correo.com,F,1982/06/02,SanMiguel,,segmento_vacio
1390,Pedro Torres Aguilar,pedro.torres.aguilar4@gmail.com,,06/06/1941,S. Miguel,PREMIUM,genero_vacio
1393,Luis Torres López,luis.torres.lopez0@example.com,,27/11/2005,LaLibertad,Pyme,genero_vacio
